#,Keyword,Position,Position History,Position History Date,Volume,URL,Difficulty,Traffic (desc),CPC,Last Update,Page URL inside,SERP Features,Website
803,apptegic,3,3,,20,https://www.evergage.com/platform/,2,0.06,,1/12/2020 17:43,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
804,apptegic,3,3,,20,https://www.evergage.com/leadership/,2,0.06,,1/12/2020 17:43,Sitelinks,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
805,smart search engine,29,58,11/29/2019 17:35,150,https://www.evergage.com/modules/smartsearch/,17,0.06,2,12/27/2019 5:29,,"People also ask, Sitelinks, Knowledge panel",evergage.com
806,subscriber churn,20,20,,20,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,33,0.06,,1/14/2020 18:01,,"Sitelinks, People also ask, Top stories, Thumbnail",evergage.com
807,big data personalization,19,15,12/1/2019 19:06,20,https://www.evergage.com/blog/3-step-approach-big-data-for-personalization/,3,0.06,,12/30/2019 9:07,,"Top stories, Thumbnail, People also ask, Knowledge panel",evergage.com
808,insight about or into,28,25,11/27/2019 0:46,150,https://www.evergage.com/blog/25-product-managers-discuss-how-to-gain-insight-into-custome/,5,0.06,,12/24/2019 16:11,,"Featured snippet, Thumbnail, People also ask, Top stories, Image pack",evergage.com
809,behavior tracking software,23,23,,40,https://www.evergage.com/platform/behavioral-tracking/,9,0.06,4,1/14/2020 18:02,,"Adwords top, Sitelinks, Image pack, People also ask, Top stories, Thumbnail, Adwords bottom",evergage.com
810,shoe line.com,25,21,11/28/2019 18:52,70,https://www.evergage.com/blog/how-shoeline-com-engages-in-real-time-with-online-shoppers/,20,0.06,0.3,12/25/2019 15:54,,"Adwords top, Sitelinks, Image pack, Shopping results, Thumbnail",evergage.com
811,foremail.us,26,26,,80,https://www.evergage.com/modules/evergage-for-email/,50,0.06,,1/21/2020 16:00,,People also ask,evergage.com
812,gardener's supply catalog,22,31,11/28/2019 20:42,30,http://www.evergage.com/files/Evergage_Gardeners_case_study.pdf,6,0.06,0.05,12/25/2019 14:28,,"Adwords top, Sitelinks, Image pack, Shopping results, Thumbnail",evergage.com
813,personalization examples,27,27,,100,https://www.evergage.com/blog/19-real-time-personalization-examples-content-websites/,22,0.06,8,1/11/2020 15:49,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack",evergage.com
814,real time websites,20,20,,20,https://www.evergage.com/blog/19-real-time-personalization-examples-content-websites/,56,0.06,,1/12/2020 0:48,,"Adwords top, Sitelinks, Featured snippet, People also ask",evergage.com
815,inforpresse,16,22,12/9/2019 18:41,80,https://www.evergage.com/events/infopresse-marketing-trends-conference-montreal/,2,0.06,,1/9/2020 3:00,Image pack,"Sitelinks, Top stories, Thumbnail, Image pack, Video",evergage.com
816,meera videos,25,20,12/4/2019 8:26,60,https://www.evergage.com/resources/videos/ecommerce-nexts-digital-icon-series/,1,0.05,,1/3/2020 15:51,,"Video, Thumbnail",evergage.com
817,website recommendation,25,25,,60,https://www.evergage.com/platform/recommendations/,37,0.05,5,1/14/2020 15:34,,"Image pack, People also ask",evergage.com
818,email personalization,27,25,12/18/2019 11:31,100,https://www.evergage.com/modules/open-time-email-personalization/,52,0.05,11,1/18/2020 12:05,,"People also ask, Adwords bottom, Sitelinks, Knowledge panel",evergage.com
819,conversion rate optimisation,31,31,,250,https://www.evergage.com/blog/9-uncommon-conversion-rate-optimization-tips-you-can-use-today/,70,0.05,18,1/17/2020 14:35,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom",evergage.com
820,customer churn meaning,24,28,12/9/2019 11:44,50,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,39,0.05,,1/9/2020 11:24,,"People also ask, Sitelinks",evergage.com
821,delloutlet deals,26,26,,400,https://www.evergage.com/resources/videos/dell-outlet-personalization-story/,38,0.05,0.15,1/7/2020 6:19,Top stories,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
822,what does dmp stand for,29,25,12/13/2019 20:30,150,https://www.evergage.com/blog/cdp-vs-dmp-whats-the-difference-and-how-do-you-use-both/,20,0.05,,1/12/2020 20:40,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
823,cohort meaning,50,45,1/19/2020 3:45,5200,https://www.evergage.com/blog/what-cohort-reporting/,13,0.05,,1/22/2020 13:33,,"Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
824,a cohort,26,52,11/25/2019 0:08,80,https://www.evergage.com/blog/what-cohort-reporting/,28,0.05,,12/23/2019 1:34,,"Knowledge card, People also ask",evergage.com
825,in app messaging best practices,20,20,,20,https://www.evergage.com/blog/how-to-optimize-your-in-app-messaging-strategy/,2,0.05,,1/19/2020 23:01,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, Video, Adwords bottom",evergage.com
826,what does churn,21,16,12/9/2019 13:53,20,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,24,0.05,,1/9/2020 18:03,,"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail",evergage.com
827,ecampus portal,31,35,12/8/2019 6:05,250,https://www.evergage.com/blog/get-most-from-personalization-platform-evergage-ecampus/,25,0.05,,1/8/2020 17:46,,"Video, Image pack",evergage.com
828,account attrition,18,17,11/29/2019 4:00,10,https://www.evergage.com/blog/attrition-and-retention-rates-for-public-subscription-compan/,13,0.05,,12/27/2019 16:01,,"Sitelinks, People also ask, Image pack",evergage.com
829,monitate,23,20,12/2/2019 4:31,40,https://www.evergage.com/evergage-vs-monetate/,5,0.05,0.01,12/31/2019 7:56,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
830,ld printer supplies,21,19,11/27/2019 18:04,20,https://www.evergage.com/blog/press/ld-products-deploys-evergage-to-power-personalized-e-commerce-experiences/,14,0.05,5,12/25/2019 7:26,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack, Adwords bottom",evergage.com
831,invaluable art,25,34,12/15/2019 5:03,60,https://www.evergage.com/blog/how-invaluable-delivers-1-to-1-experiences-to-collectors-across-website-and-email/,7,0.05,0.3,1/14/2020 18:00,,"Adwords top, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
832,how to know if you could be a model,22,22,,30,https://www.evergage.com/blog/predictive-modeling/,2,0.05,3,1/14/2020 19:32,,"People also ask, Top stories, Thumbnail",evergage.com
833,retention kpi,20,48,11/26/2019 12:46,20,https://www.evergage.com/blog/how-calculate-customer-retention/,7,0.05,20,12/23/2019 7:42,,People also ask,evergage.com
834,personalization marketing statistics,20,24,11/28/2019 7:05,20,https://www.evergage.com/wp-content/uploads/2018/04/Evergage-2018-Trends-in-Personalization-Survey.pdf,50,0.05,,12/25/2019 20:26,,"Featured snippet, Thumbnail, Image pack, People also ask",evergage.com
835,leader gage,22,21,11/29/2019 22:41,30,https://www.evergage.com/blog/evergage-named-a-leader-in-gartners-magic-quadrant-for-personalization-engines-2019/,0,0.05,0.2,12/27/2019 7:06,,"Sitelinks, Image pack, Top stories, Thumbnail, Video, Adwords bottom",evergage.com
836,paper.true,22,26,12/9/2019 23:09,30,https://www.evergage.com/resources/ebooks/true-real-time-personalization/,2,0.05,1.1,1/9/2020 19:39,,"Adwords top, Sitelinks, Image pack, Video",evergage.com
837,personalization in marketing definition,21,27,12/5/2019 16:22,20,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,29,0.05,,1/4/2020 13:48,,"Adwords top, Sitelinks, People also ask, Image pack",evergage.com
838,gartner quadrant,30,30,,500,https://www.evergage.com/resources/ebooks/gartner-magic-quadrant-for-personalization-engines/,45,0.05,18,1/16/2020 14:37,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",evergage.com
839,mobile campaigns,27,38,11/30/2019 23:14,90,https://www.evergage.com/blog/stalled-mobile-campaigns-try-personalization/,5,0.05,,12/29/2019 8:21,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail",evergage.com
840,retention rate meaning,33,23,1/6/2020 9:19,1500,https://www.evergage.com/blog/how-calculate-customer-retention/,11,0.05,17,1/14/2020 2:42,,"Sitelinks, People also ask",evergage.com
841,sirius summit,22,25,12/12/2019 5:06,30,https://www.evergage.com/events/sirius-decisions-summit/,1,0.05,,1/12/2020 3:36,,"Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
842,recomindation,29,45,11/27/2019 3:49,150,https://www.evergage.com/platform/recommendations/,26,0.05,,12/25/2019 11:24,,"Knowledge card, Sitelinks, People also ask, Image pack",evergage.com
843,overall customer experience,19,10,12/2/2019 8:01,10,https://www.evergage.com/blog/10-ways-improve-customer-experience-5-minutes/,70,0.05,,1/1/2020 7:31,,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Adwords bottom, Image pack",evergage.com
844,ciee account,27,33,12/14/2019 15:50,90,https://www.evergage.com/blog/how-ciee-is-creatively-engaging-prospects-this-april-fools-day/,14,0.05,,1/13/2020 18:44,,"Adwords top, Sitelinks, Video, Image pack",evergage.com
845,how to improve nps score,21,16,12/18/2019 14:35,20,https://www.evergage.com/blog/3-ways-improve-net-promoter-scores/,16,0.05,5,1/18/2020 5:31,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories",evergage.com
846,contextual questions,25,35,12/7/2019 1:53,50,https://www.evergage.com/blog/frequently-asked-questions-evergage-decisions-contextual-bandit/,0,0.05,,1/7/2020 17:59,,"People also ask, Image pack, Top stories, Thumbnail",evergage.com
847,lead generation blog,24,12,12/6/2019 8:37,40,https://www.evergage.com/blog/30-must-read-posts-lead-generation/,40,0.05,,1/6/2020 8:50,,People also ask,evergage.com
848,recommedation,29,27,12/18/2019 21:39,400,https://www.evergage.com/platform/recommendations/,28,0.05,,1/18/2020 14:02,,"Knowledge card, Sitelinks, People also ask",evergage.com
849,infographic trends,22,34,12/3/2019 18:55,30,https://www.evergage.com/resources/infographics/trends-in-personalization/,17,0.05,,1/2/2020 7:50,,"Featured snippet, Thumbnail, Image pack, Sitelinks, People also ask, Top stories",evergage.com
850,katie martell,27,29,12/21/2019 21:01,80,https://www.evergage.com/blog/author/kmartell/,1,0.05,,1/21/2020 21:36,,"Sitelinks, Tweet box, Top stories, Thumbnail, Video",evergage.com
851,adobe v,22,23,12/2/2019 4:02,30,https://www.evergage.com/evergage-vs-adobe/,28,0.05,0.25,1/1/2020 10:53,,"Adwords top, Sitelinks, People also ask, Image pack, Top stories, Thumbnail, Video",evergage.com
852,personalization examples,28,29,12/11/2019 3:38,100,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,22,0.04,8,1/11/2020 15:49,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Image pack",evergage.com
853,tony costa forrester,8,4,12/6/2019 14:22,10,https://www.evergage.com/resources/webinars/state-of-personalization-forrester/,0,0.04,,1/5/2020 13:24,Image pack,"Video, Image pack, Thumbnail",evergage.com
854,get you up to speed,24,85,12/10/2019 20:30,40,https://www.evergage.com/blog/10-articles-to-get-you-up-to-speed-on-email-personalization-for-2019/,0,0.04,,1/10/2020 1:53,,"Top stories, Thumbnail",evergage.com
855,smartsearch,37,22,1/9/2020 1:45,1300,https://www.evergage.com/modules/smartsearch/,10,0.04,1,1/17/2020 11:08,,"Adwords top, Sitelinks, Top stories, Thumbnail",evergage.com
856,invaluable website,20,20,,20,https://www.evergage.com/wp-content/uploads/2018/12/Evergage-Invaluable-Case-Study.pdf,14,0.04,0.5,1/2/2020 20:35,,"Adwords top, Sitelinks, Top stories, Thumbnail",evergage.com
857,pch $4 million,20,26,12/8/2019 5:57,20,https://www.evergage.com/blog/press/evergage-secures-4-million-in-new-funding-to-solidify-its-edge-in-real-time-web-personalization/,1,0.04,,1/8/2020 8:27,,"People also ask, Image pack, Video",evergage.com
858,retail catalogs,26,26,,60,https://www.evergage.com/blog/personalization-tips-rapidly-changing-catalogs/,22,0.04,0.3,12/26/2019 20:46,,"People also ask, Sitelinks, Top stories, Thumbnail, Image pack, Adwords bottom",evergage.com
859,customer onboarding strategy,22,18,12/1/2019 18:19,20,https://www.evergage.com/blog/9-biggest-customer-onboarding-mistakes-avoid/,6,0.04,12,12/29/2019 20:30,,"Featured snippet, Thumbnail, People also ask, Image pack, Top stories, Adwords bottom, Sitelinks",evergage.com
860,pch tracking,24,26,12/13/2019 9:31,40,https://www.evergage.com/blog/client/pch/,2,0.04,0.04,1/13/2020 8:21,,"People also ask, Top stories, Thumbnail, Image pack",evergage.com
861,open at this time,23,29,12/2/2019 7:58,30,https://www.evergage.com/modules/open-time-email-personalization/,11,0.04,,1/1/2020 0:45,,"People also ask, Video",evergage.com
862,montrosetravel,23,20,11/27/2019 0:29,30,https://www.evergage.com/resources/case-studies/montrose-travel/,4,0.04,5,12/25/2019 7:41,,"Sitelinks, Top stories, Thumbnail, Image pack, Video",evergage.com
863,bad salesman,28,28,,100,https://www.evergage.com/blog/dont-let-your-b2b-website-be-like-a-bad-car-salesman/,1,0.04,0.2,1/16/2020 14:37,,"Sitelinks, Top stories, Thumbnail, People also ask",evergage.com
864,triggered email examples,16,16,,20,https://www.evergage.com/resources/videos/triggered-email/,22,0.04,30,1/2/2020 10:24,Top stories,"Adwords top, Sitelinks, People also ask, Image pack, Top stories, Thumbnail",evergage.com
865,pritan pride,26,26,,60,https://www.evergage.com/blog/client/puritans-pride/,17,0.04,0.06,1/15/2020 22:21,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Video",evergage.com
866,best press releases 2015,21,20,12/16/2019 17:34,20,https://www.evergage.com/news-releases/,30,0.04,,1/16/2020 4:23,,"People also ask, Adwords bottom, Sitelinks",evergage.com
867,technology segmentation,21,12,12/18/2019 9:31,20,https://www.evergage.com/platform/segmentation/,6,0.04,,1/18/2020 6:40,,"Featured snippet, Thumbnail, People also ask, Adwords bottom, Sitelinks",evergage.com
868,singleteam,21,32,11/26/2019 8:07,20,https://www.evergage.com/blog/building-customer-connections-no-single-team-owns-the-customer-experience/,0,0.04,,12/24/2019 3:47,,Video,evergage.com
869,jason smith author,23,16,12/8/2019 4:21,30,https://www.evergage.com/blog/author/jason-smith/,0,0.04,,1/8/2020 10:32,,"Top stories, Thumbnail, Image pack",evergage.com
870,customer for life salesforce,24,14,12/12/2019 3:05,40,https://www.evergage.com/blog/interview-with-dean-robison-svp-of-global-services-at-salesf/,10,0.04,15,1/12/2020 12:16,,"Adwords top, Sitelinks, Image pack, People also ask, Video, Adwords bottom",evergage.com
871,personalization psychology definition,28,20,12/13/2019 12:14,90,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,43,0.04,,1/13/2020 13:02,,"Featured snippet, People also ask, Sitelinks",evergage.com
872,jw marriott desert springs,31,30,1/10/2020 4:49,2100,https://www.evergage.com/venue/the-jw-marriott-desert-springs-resort-spa/,3,0.04,0.45,1/18/2020 20:09,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",evergage.com
873,best practices guide,15,11,12/13/2019 8:54,50,https://www.evergage.com/resources/ebooks/personalization-best-practices-guide-for-travel-and-hospitality/,29,0.04,,1/13/2020 9:43,Image pack,"Sitelinks, Image pack, People also ask",evergage.com
874,1to1 website,19,20,12/5/2019 2:38,10,https://www.evergage.com/,38,0.04,2,1/5/2020 8:34,,"Adwords top, Sitelinks, Video",evergage.com
875,recamendation,27,56,12/11/2019 5:15,70,https://www.evergage.com/platform/recommendations/,28,0.04,,1/11/2020 20:06,,"Knowledge card, Sitelinks, People also ask, Image pack",evergage.com
876,one off emails,25,38,12/17/2019 17:54,50,https://www.evergage.com/modules/triggered-email/,57,0.04,,1/17/2020 4:25,,"Featured snippet, Thumbnail, Top stories, People also ask",evergage.com
877,nuxeo careers,24,28,12/8/2019 12:23,40,https://www.evergage.com/resources/case-studies/nuxeo/,0,0.04,,1/8/2020 7:51,,"Video, Image pack",evergage.com
878,what is aov in marketing,24,21,12/4/2019 4:42,40,https://www.evergage.com/blog/aov-vs-ltv-why-customer-lifetime-value-matters-more-than-you-think/,11,0.04,,1/4/2020 4:26,,"Featured snippet, People also ask",evergage.com
879,retail customer segmentation,28,22,12/19/2019 18:05,90,https://www.evergage.com/blog/what-is-customer-segmentation/,0,0.04,,1/19/2020 4:50,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask",evergage.com
880,newegg flash app,20,22,12/15/2019 10:58,20,https://www.evergage.com/wp-content/uploads/2019/07/Evergage-Case-Study-NewEgg-Flash.pdf,8,0.04,0.15,1/15/2020 12:44,,"People also ask, Image pack",evergage.com
881,retainment rate,21,36,12/5/2019 0:37,20,https://www.evergage.com/blog/how-calculate-customer-retention/,20,0.04,,1/5/2020 4:16,,"Featured snippet, People also ask, Sitelinks",evergage.com
882,recommenation,27,27,,70,https://www.evergage.com/platform/recommendations/,28,0.04,,1/15/2020 16:42,,"Knowledge card, Sitelinks, People also ask",evergage.com
883,web personalization,20,20,,150,https://www.evergage.com/resources/videos/real-time-web-personalization/,14,0.04,30,1/10/2020 13:27,Top stories,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",evergage.com
884,web personalization,20,20,,150,https://www.evergage.com/resources/videos/b2b-web-personalization/,14,0.04,30,1/10/2020 13:27,Top stories,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",evergage.com
885,ld printer & office supplies,19,18,12/14/2019 9:29,10,https://www.evergage.com/blog/press/ld-products-deploys-evergage-to-power-personalized-e-commerce-experiences/,15,0.04,,1/14/2020 4:25,,"Adwords top, Sitelinks, Image pack",evergage.com
886,mediapost logo,30,27,12/19/2019 18:43,150,https://www.evergage.com/news-coverage/,2,0.04,,1/19/2020 9:25,,"Sitelinks, Video",evergage.com
887,recomdation,30,48,11/29/2019 0:47,150,https://www.evergage.com/platform/recommendations/,26,0.04,,12/28/2019 1:17,,"Knowledge card, Sitelinks, People also ask, Image pack",evergage.com
888,martha mathers,25,23,12/21/2019 1:11,40,https://www.evergage.com/resources/ebooks/gartner-magic-quadrant-for-personalization-engines/,0,0.04,,1/21/2020 20:55,,Video,evergage.com
889,web recommendations,27,13,11/26/2019 2:36,70,https://www.evergage.com/modules/recommend/,0,0.04,5,12/24/2019 3:57,,"Top stories, Thumbnail, Sitelinks, Image pack",evergage.com
890,gardners supply company,19,23,12/7/2019 20:42,400,https://www.evergage.com/blog/client/gardeners-supply-company/,6,0.04,0.25,1/6/2020 19:22,Image pack,"Adwords top, Sitelinks, Tweet box, Top stories, Thumbnail, Image pack",evergage.com
891,hospitality ebooks,31,31,,150,https://www.evergage.com/resources/ebooks/,0,0.04,1.6,1/1/2020 9:44,,"Sitelinks, Top stories, Thumbnail",evergage.com
892,pop ups design,31,31,,150,https://www.evergage.com/blog/secret-pleasant-pop-ups/,3,0.04,7,1/22/2020 8:25,,"Shopping results, Thumbnail, Adwords top, Sitelinks, Top stories, People also ask, Adwords bottom, Knowledge panel",evergage.com
893,paradigm shift business definition,20,22,12/6/2019 17:19,10,https://www.evergage.com/blog/marketings-3-biggest-paradigm-shifts-deep-dive/,15,0.04,,1/6/2020 0:21,,"Featured snippet, People also ask, Top stories, Thumbnail",evergage.com
894,fit brainshark,21,24,12/5/2019 10:55,20,http://www.evergage.com/wp-content/uploads/2014/12/Evergage_Brainshark_Case_Study1.pdf,10,0.04,,1/4/2020 18:55,,"People also ask, Image pack",evergage.com
895,internetworld,21,33,12/20/2019 4:04,20,https://www.evergage.com/events/internet-world-expo-2019/,76,0.04,,1/20/2020 21:31,,"Sitelinks, Top stories, Thumbnail, People also ask",evergage.com
896,effective real-time marketing requires:,21,30,12/6/2019 14:09,20,https://www.evergage.com/blog/whats-real-real-time-marketing-part-2/,0,0.04,,1/5/2020 14:55,,"Featured snippet, Sitelinks",evergage.com
897,inc 1,28,29,12/12/2019 14:52,80,https://www.evergage.com/,36,0.04,,1/12/2020 2:54,,"Top stories, Thumbnail, People also ask, Image pack",evergage.com
898,paradigm shift examples in technology,22,22,,20,https://www.evergage.com/blog/marketings-3-biggest-paradigm-shifts-deep-dive/,2,0.04,,12/27/2019 17:12,,"Featured snippet, People also ask, Top stories, Thumbnail, Image pack",evergage.com
899,the endurance international group,34,34,,400,https://www.evergage.com/resources/case-studies/endurance-international-group/,35,0.04,,1/9/2020 20:06,,"Sitelinks, People also ask, Image pack",evergage.com
900,insight on or insight into,24,25,12/5/2019 2:24,30,https://www.evergage.com/blog/25-product-managers-discuss-how-to-gain-insight-into-custome/,3,0.04,,1/4/2020 12:46,,"Featured snippet, People also ask, Top stories, Thumbnail",evergage.com
901,dell outlet website,18,18,,20,https://www.evergage.com/resources/videos/dell-outlet-personalization-story/,40,0.04,0.02,1/4/2020 20:11,Top stories,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnail, Image pack",evergage.com
902,define d,22,22,,450,https://www.evergage.com/blog/personalization-definition-what-is-personalization/,4,0.04,,1/5/2020 11:06,,"Featured snippet, People also ask",evergage.com
903,attribution reporting,23,20,12/6/2019 18:44,30,https://www.evergage.com/blog/truth-behind-attribution-reporting/,30,0.04,20,1/6/2020 8:35,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Image pack",evergage.com
904,forester wave,24,20,12/7/2019 4:45,30,https://www.evergage.com/resources/ebooks/the-forrester-wave-digital-intelligence-platforms/,8,0.04,,1/6/2020 13:56,,"Adwords top, Sitelinks, Image pack",evergage.com
905,brainshark fit,29,28,12/13/2019 13:17,100,http://www.evergage.com/wp-content/uploads/2014/12/Evergage_Brainshark_Case_Study1.pdf,17,0.04,25,1/13/2020 10:59,,"People also ask, Image pack",evergage.com
906,define segments,31,32,12/10/2019 18:05,150,https://www.evergage.com/blog/what-is-customer-segmentation/,14,0.04,,1/10/2020 10:08,,"Knowledge card, People also ask",evergage.com
907,customer churn definition,31,25,12/18/2019 11:27,150,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,43,0.04,8,1/17/2020 22:10,,"Adwords top, Sitelinks, People also ask",evergage.com
908,insight into or insight on,30,25,12/1/2019 2:08,350,https://www.evergage.com/blog/25-product-managers-discuss-how-to-gain-insight-into-custome/,5,0.04,,12/30/2019 5:30,,"Featured snippet, People also ask",evergage.com
909,jw marriot desert springs,31,31,,150,https://www.evergage.com/venue/the-jw-marriott-desert-springs-resort-spa/,3,0.04,,12/29/2019 0:49,,"Adwords top, Sitelinks, Top stories, Thumbnail, People also ask",evergage.com
910,gartner magic quadrant categories,24,24,,30,https://www.evergage.com/blog/evergage-named-a-leader-in-gartners-magic-quadrant-for-personalization-engines-2019/,26,0.04,17,1/8/2020 16:17,,"Sitelinks, People also ask, Image pack",evergage.com
911,personalization messages,19,9,11/28/2019 14:30,100,https://www.evergage.com/blog/intro-5-main-types-of-personalization-messages/,5,0.04,2,12/26/2019 12:58,Image pack,"Shopping results, Thumbnail, Featured snippet, People also ask, Sitelinks, Top stories, Image pack",evergage.com
912,toy r us catalog 2015,35,44,12/12/2019 17:19,400,https://www.evergage.com/blog/answer-clear-toys-r-us-hyper-personalization/,2,0.04,,1/12/2020 15:07,,"Top stories, Thumbnail, Image pack, Sitelinks",evergage.com
913,puritan's pride website,30,30,,150,https://www.evergage.com/blog/client/puritans-pride/,7,0.04,0.2,1/5/2020 14:19,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Top stories",evergage.com
914,convert monthly churn to annual,20,20,,10,https://www.evergage.com/blog/how-calculate-customer-churn-and-revenue-churn/,12,0.04,,1/4/2020 11:00,,People also ask,evergage.com
915,seven tenets,31,48,12/1/2019 20:45,250,https://www.evergage.com/blog/dont-compromise-tenets-of-personalization/,42,0.04,,12/30/2019 8:09,,"Sitelinks, Image pack, Video",evergage.com
916,cohorted definition,26,20,11/25/2019 13:18,50,https://www.evergage.com/blog/what-cohort-reporting/,6,0.04,,12/23/2019 2:38,,"Featured snippet, People also ask",evergage.com
917,rate of attrition,30,27,12/3/2019 1:07,350,https://www.evergage.com/blog/attrition-and-retention-rates-for-public-subscription-compan/,8,0.04,,1/2/2020 4:05,,"Featured snippet, Thumbnail, People also ask",evergage.com
918,autodesk customers,12,12,,20,https://www.evergage.com/resources/videos/autodesk-customer-success-story/,9,0.03,,1/6/2020 18:37,Top stories,"People also ask, Top stories, Thumbnail, Image pack",evergage.com
919,success name,32,32,,200,https://www.evergage.com/blog/customer-success-whats-in-a-name/,0,0.03,0.03,12/30/2019 3:05,,"Featured snippet, People also ask, Sitelinks, Image pack",evergage.com
920,commerce examples,21,21,,150,https://www.evergage.com/blog/individualized-e-commerce-shopping-experience-examples/,26,0.03,1.9,1/9/2020 22:29,Image pack,"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
921,rue la la careers,38,33,1/9/2020 21:16,1400,https://www.evergage.com/resources/case-studies/rue-la-la/,0,0.03,0.1,1/17/2020 9:51,,"Adwords top, Sitelinks, Video",evergage.com
922,context is king,29,26,12/7/2019 22:55,250,https://www.evergage.com/blog/context-king-here-how-you-can-actually-do-it-evergage/,7,0.03,,1/6/2020 15:53,,"Top stories, Thumbnail, Video, Knowledge panel",evergage.com
923,purtin pride,29,54,12/15/2019 1:22,100,https://www.evergage.com/blog/client/puritans-pride/,17,0.03,0.07,1/14/2020 21:03,,"Shopping results, Thumbnail, Adwords top, Sitelinks, People also ask, Video",evergage.com
924,time mobile apps,22,64,11/26/2019 8:11,20,https://www.evergage.com/platform/mobile-app/,24,0.03,5,12/23/2019 20:58,,"People also ask, Image pack",evergage.com
925,how to improve nps,23,26,12/2/2019 7:40,20,https://www.evergage.com/blog/3-ways-improve-net-promoter-scores/,7,0.03,10,1/1/2020 11:36,,"Adwords top, Sitelinks, Featured snippet, Thumbnail, People also ask, Top stories, Adwords bottom",evergage.com
926,digital marketing for financial services summit,28,28,,80,https://www.evergage.com/events/digital-marketing-financial-services-summit-toronto/,4,0.03,,12/26/2019 7:13,,"Sitelinks, Top stories, Thumbnail, Image pack, Video",evergage.com
927,breaking down definition,24,22,12/11/2019 8:02,30,https://www.evergage.com/blog/breaking-down-forresters-definition-personalization/,0,0.03,,1/10/2020 22:14,,"Knowledge card, People also ask, Top stories, Thumbnail",evergage.com
928,wings car service,26,45,12/5/2019 3:00,50,https://www.evergage.com/blog/sorry-optimizely-cant-strap-wings-onto-car/,7,0.03,,1/5/2020 1:48,,"Sitelinks, People also ask, Video",evergage.com
929,value matters,22,22,,20,https://www.evergage.com/blog/aov-vs-ltv-why-customer-lifetime-value-matters-more-than-you-think/,0,0.03,,1/10/2020 22:06,,"Top stories, Thumbnail, Image pack",evergage.com
930,financial services experience,16,16,,50,https://www.evergage.com/blog/customer-experience-in-financial-services-influencers/,12,0.03,,1/4/2020 13:14,Image pack,"Adwords top, Sitelinks, People also ask, Image pack",evergage.com
931,financial services experience,16,16,,50,https://www.evergage.com/blog/top-financial-services-customer-experience-trends-2018/,12,0.03,,1/4/2020 13:14,Image pack,"Adwords top, Sitelinks, People also ask, Image pack",evergage.com
932,gage warehouse sale,23,23,,20,https://www.evergage.com/modules/data-warehouse/,0,0.03,,1/13/2020 14:32,,"Sitelinks, Top stories, Thumbnail, Image pack",evergage.com
933,puritan pride login,32,32,,250,https://www.evergage.com/blog/client/puritans-pride/,15,0.03,0.8,12/24/2019 7:00,,"Shopping results, Thumbnail, Adwords top, Sitelinks",evergage.com
934,aov sales,25,22,12/22/2019 5:32,40,https://www.evergage.com/blog/aov-vs-ltv-why-customer-lifetime-value-matters-more-than-you-think/,14,0.03,,1/22/2020 18:18,,"Featured snippet, Thumbnail, People also ask",evergage.com
